customer_id,order_date,total_amount
17,2025-12-31,312.37
17,2025-12-27,196.82
17,2025-12-29,132.34
17,2025-12-16,391.29
17,2025-12-28,352.92
17,2025-12-27,259.53
17,2025-12-17,419.34
17,2025-12-24,228.31
17,2025-12-27,378.33
17,2025-12-30,336.36
17,2025-12-29,106.64
17,2025-12-30,423.8
17,2025-12-13,358.07
18,2025-11-23,76.41
18,2025-12-15,130.53
18,2025-12-22,70.93
19,2025-12-23,203.18
19,2025-12-17,426.89
19,2025-12-13,311.86
19,2025-12-31,498.5
19,2025-12-21,323.32
19,2025-12-24,211.55
19,2025-12-14,390.38
19,2025-12-30,442.53
19,2026-01-01,356.81
19,2025-12-22,474.25
19,2025-12-29,459.42
19,2025-12-13,332.27
19,2025-12-17,140.59
19,2025-12-30,489.47
19,2025-12-15,164.32
19,2025-12-15,294.25
20,2025-11-22,51.11
20,2025-12-29,58.47
20,2025-12-12,51.46
20,2025-11-07,107.96
20,2025-12-26,116.51
20,2025-11-30,95.1
20,2025-11-04,74.13
21,2025-12-03,146.76
21,2025-11-18,88.41
21,2025-12-25,105.74
21,2025-11-29,72.01
21,2025-11-30,99.23
21,2025-11-30,53.43
21,2025-11-15,63.69
21,2025-11-28,122.23
22,2025-12-27,248.06
22,2025-12-24,481.23
22,2025-12-16,321.11
22,2025-12-30,492.13
22,2025-12-13,217.78
22,2026-01-01,226.77
22,2025-12-15,322.72
22,2025-12-30,328.02
22,2025-12-15,346.0
22,2025-12-31,201.67
22,2025-12-23,450.95
22,2025-12-16,439.47
22,2025-12-24,380.99
22,2025-12-17,321.13
23,2025-11-28,60.74
23,2025-12-09,139.59
23,2025-11-05,30.62
23,2025-11-27,125.8
24,2025-08-11,24.06
24,2025-09-09,47.04
24,2025-10-02,66.31
24,2025-12-01,66.26
25,2025-12-16,114.94
25,2025-12-27,221.31
25,2025-12-22,150.82
25,2026-01-01,431.15
25,2025-12-21,486.1
25,2025-12-26,134.14
25,2025-12-20,177.75
25,2025-12-18,379.8
25,2025-12-25,390.44
25,2025-12-20,487.81
25,2025-12-23,229.18
25,2025-12-16,259.53
25,2025-12-14,275.59
25,2025-12-28,173.73
25,2025-12-24,375.4
25,2026-01-01,169.32
25,2026-01-01,276.94
25,2025-12-17,173.15
26,2026-01-01,77.07
27,2025-10-25,68.94
27,2025-10-18,65.28
27,2025-07-07,80.63
28,2025-12-18,116.29
28,2025-12-19,491.8
28,2025-12-28,289.67
28,2025-12-17,422.77
28,2025-12-29,169.28
28,2025-12-28,259.4
28,2025-12-23,479.66
28,2025-12-29,118.12
28,2025-12-23,350.34
28,2026-01-01,315.75
28,2025-12-20,165.17
28,2025-12-17,356.97
28,2025-12-16,446.88
28,2025-12-13,330.19
29,2025-11-30,84.99
29,2025-11-12,128.48
29,2025-12-21,76.33
29,2025-11-30,108.18
29,2025-11-20,53.49
29,2025-12-20,55.75
30,2025-11-12,104.19
30,2025-12-10,38.54
30,2025-12-25,76.25
30,2025-12-23,32.79
30,2025-11-29,61.28
30,2025-12-26,44.18
30,2025-11-10,71.8
31,2025-12-25,62.78
32,2025-07-22,34.2
33,2025-07-09,78.53
33,2025-11-27,49.76
33,2025-09-28,47.26
33,2025-11-26,39.09
34,2025-09-25,28.25
34,2025-12-16,62.75
34,2025-10-10,86.12
35,2025-12-14,76.7
35,2025-12-21,145.02
35,2025-12-14,40.95
35,2025-12-26,144.82
35,2025-12-02,144.07
36,2025-12-17,83.81
36,2025-11-28,102.29
36,2025-11-11,110.7
36,2025-11-27,143.54
36,2025-12-17,124.75
36,2025-11-18,141.71
36,2025-11-05,36.91
36,2025-12-02,36.7
36,2025-11-28,136.52
37,2025-11-16,47.16
37,2025-12-23,130.44
37,2025-12-16,42.13
37,2025-12-26,81.13
38,2025-11-13,137.03
38,2025-12-31,39.76
38,2025-11-26,57.99
39,2026-01-01,135.64
39,2025-12-16,143.67
39,2025-12-08,101.03
39,2025-11-27,75.15
39,2025-12-02,87.8
39,2025-11-19,97.01
39,2025-12-06,59.85
40,2025-12-30,60.44
40,2025-11-13,86.24
40,2025-11-05,118.92
40,2025-12-25,44.1
40,2025-11-22,119.31
40,2025-12-30,100.0
40,2025-11-06,74.98
40,2025-11-14,39.95
41,2025-12-27,126.25
41,2025-11-18,146.39
41,2025-11-16,136.94
41,2025-11-09,140.96
41,2025-11-03,38.86
41,2025-11-28,113.45
41,2025-11-06,92.77
42,2025-08-12,56.36
42,2025-09-07,75.75
43,2025-11-06,139.83
43,2025-12-23,144.05
43,2025-12-25,77.34
43,2025-12-09,104.42
43,2025-12-25,50.36
43,2025-11-27,85.64
43,2025-11-05,57.53
43,2025-12-05,39.33
43,2025-11-22,61.19
44,2025-12-16,63.57
44,2025-11-10,127.66
44,2025-12-05,62.51
44,2025-12-20,139.31
44,2025-12-27,143.98
44,2025-12-28,103.61
44,2025-12-31,39.93
44,2025-12-03,133.93
44,2025-11-18,49.78
45,2026-01-01,87.64
45,2025-11-16,48.05
45,2025-12-12,119.95
45,2025-12-08,146.39
45,2025-12-06,98.29
45,2025-11-30,86.24
45,2025-11-28,46.06
45,2025-12-12,36.77
46,2026-01-01,49.73
47,2025-12-10,81.52
47,2025-07-21,80.57
47,2025-10-11,39.79
48,2026-01-01,144.49
48,2025-12-20,54.87
48,2026-01-01,110.6
48,2025-12-01,35.63
48,2025-12-02,43.63
48,2025-12-07,89.78
48,2025-11-09,122.68
48,2025-11-04,66.93
49,2025-08-22,27.07
49,2025-11-06,67.2
49,2025-11-16,53.64
49,2025-10-09,71.15
50,2025-07-20,69.38
50,2025-11-25,68.65
50,2025-10-12,51.38
51,2025-11-29,71.79
51,2025-11-25,84.11
51,2025-12-18,77.59
51,2025-11-08,92.83
51,2025-12-16,143.94
51,2025-12-29,85.12
51,2025-12-16,89.05
51,2025-11-03,37.95
51,2025-12-28,147.6
52,2025-11-20,99.56
52,2025-12-22,39.1
52,2025-11-06,85.21
52,2025-12-17,48.23
52,2025-11-09,113.72
52,2025-12-29,51.83
52,2025-11-07,79.4
53,2025-12-22,58.39
54,2025-11-12,34.9
54,2025-12-28,71.41
54,2025-11-21,51.24
54,2025-12-12,95.85
55,2025-12-07,137.31
55,2025-11-14,90.41
55,2025-11-18,68.59
55,2025-12-07,125.93
55,2025-11-06,112.53
55,2025-11-07,134.83
56,2025-12-20,15.17
57,2025-12-25,63.64
58,2025-11-16,74.46
58,2025-12-11,58.33
58,2025-12-05,74.27
58,2025-12-09,116.46
58,2025-12-07,34.4
58,2025-11-07,45.97
58,2025-12-30,137.42
58,2025-11-17,119.95
58,2025-11-03,42.86
59,2025-11-12,59.1
59,2025-12-08,118.49
59,2025-12-05,32.41
59,2025-11-06,130.89
59,2025-12-11,69.3
60,2025-12-20,337.44
60,2025-12-29,242.04
60,2025-12-24,299.38
60,2025-12-18,333.68
60,2025-12-31,323.1
60,2025-12-25,272.66
60,2025-12-14,251.51
60,2025-12-28,245.23
60,2025-12-31,197.74
60,2025-12-20,232.14
61,2025-12-28,21.62
62,2025-11-15,49.28
62,2025-12-22,40.55
62,2025-12-03,50.8
62,2025-11-08,131.08
62,2025-12-30,92.94
62,2025-11-23,113.64
62,2025-12-09,43.44
62,2025-12-31,99.12
62,2025-12-22,133.86
63,2025-09-30,33.67
64,2025-10-15,62.8
65,2025-11-19,54.61
65,2025-12-07,68.84
65,2025-12-14,53.94
65,2025-12-13,59.09
65,2025-11-16,114.87
65,2025-12-19,64.64
65,2025-11-26,90.73
66,2025-12-20,49.62
67,2025-12-23,319.44
67,2025-12-23,495.98
67,2025-12-20,373.83
67,2025-12-13,201.86
67,2025-12-28,101.08
67,2025-12-24,338.26
67,2025-12-27,264.74
67,2025-12-16,440.29
67,2025-12-21,263.41
67,2025-12-22,475.34
67,2025-12-21,251.69
68,2025-12-27,18.13
69,2025-09-19,80.04
69,2025-11-03,33.09
69,2025-07-21,85.17
70,2025-11-01,48.71
70,2025-11-21,51.4
71,2025-09-20,50.16
71,2025-07-07,69.93
71,2025-09-27,79.81
72,2025-12-16,137.95
72,2025-11-08,93.82
72,2025-11-10,138.78
73,2025-08-21,46.63
73,2025-07-07,46.79
73,2025-12-18,90.29
74,2025-11-24,98.78
74,2025-12-04,48.2
74,2025-11-30,114.84
74,2025-12-06,119.27
74,2025-12-29,98.39
74,2025-12-23,89.28
74,2025-12-23,71.05
74,2025-11-25,94.38
75,2025-12-09,102.47
75,2025-12-18,125.68
75,2025-12-28,88.36
75,2025-12-29,116.67
75,2025-12-31,31.46
75,2025-11-12,113.27
75,2025-11-27,115.94
76,2025-12-22,145.09
76,2025-11-23,100.01
76,2025-12-25,80.83
76,2025-12-07,143.67
76,2025-12-21,139.42
76,2025-11-23,90.71
77,2025-09-20,89.77
77,2025-09-24,93.5
77,2025-08-22,93.8
78,2025-10-02,49.95
78,2025-08-18,53.93
79,2025-11-22,94.05
79,2025-08-04,29.82
79,2025-09-23,98.79
79,2025-09-14,34.91
80,2025-10-31,44.92
81,2025-12-12,75.52
81,2025-11-10,70.22
81,2025-11-11,124.53
81,2025-12-07,70.02
81,2025-11-11,94.49
81,2025-12-22,140.76
81,2025-12-26,71.63
81,2025-11-29,140.21
81,2025-11-20,33.94
82,2025-12-27,26.47
83,2025-11-10,139.78
83,2025-11-14,123.66
83,2025-11-20,105.87
83,2025-12-05,55.52
83,2025-11-14,51.36
83,2025-12-13,85.08
83,2025-12-13,79.75
83,2025-12-05,94.21
84,2026-01-01,67.19
84,2025-12-03,120.0
84,2025-11-04,125.97
84,2025-12-01,86.19
84,2025-11-14,34.39
84,2025-12-03,130.39
84,2025-12-14,37.89
84,2025-12-19,115.69
84,2025-11-13,92.93
85,2025-12-03,97.16
85,2025-12-29,51.83
85,2025-12-04,39.06
85,2025-12-30,74.8
86,2025-11-29,79.05
86,2025-12-10,147.47
86,2025-12-01,115.92
86,2025-12-04,78.96
86,2025-11-06,56.64
86,2025-12-09,53.53
86,2025-12-25,42.49
86,2025-11-16,98.33
87,2025-12-21,30.48
88,2025-12-19,341.28
88,2025-12-19,432.09
88,2025-12-29,477.76
88,2025-12-19,217.26
88,2025-12-17,134.77
88,2025-12-23,134.2
88,2025-12-14,149.11
88,2025-12-14,333.22
88,2025-12-15,457.07
88,2025-12-18,349.9
88,2025-12-22,203.77
88,2025-12-31,245.22
88,2025-12-21,432.26
88,2025-12-28,263.76
88,2025-12-24,274.45
88,2025-12-21,187.8
88,2025-12-21,156.05
89,2025-12-25,79.05
90,2025-11-13,32.7
90,2025-12-19,119.0
90,2025-12-31,106.02
91,2025-12-11,130.19
91,2025-12-29,45.87
91,2025-12-04,50.6
91,2025-12-10,111.98
91,2025-12-27,139.72
91,2025-12-12,127.81
91,2025-11-22,62.89
91,2025-12-16,78.63
92,2025-12-10,42.79
92,2025-12-11,46.43
92,2025-11-06,61.98
92,2025-12-06,101.69
92,2025-12-21,105.97
92,2025-11-10,51.04
93,2025-12-23,41.28
94,2025-10-30,48.31
94,2025-11-09,79.04
95,2025-12-14,198.14
95,2025-12-22,215.48
95,2025-12-29,387.62
95,2025-12-26,344.16
95,2025-12-31,258.66
95,2025-12-28,293.5
95,2025-12-29,315.94
95,2025-12-14,338.03
95,2025-12-22,438.56
95,2025-12-20,161.87
95,2025-12-24,408.36
95,2025-12-24,130.06
95,2025-12-16,265.12
96,2025-11-21,56.77
96,2025-11-28,85.53
96,2025-09-16,75.58
96,2025-09-22,67.22
97,2025-11-04,140.08
97,2025-12-16,144.03
97,2025-11-08,92.56
97,2025-12-21,95.03
97,2025-12-09,121.01
97,2025-12-02,126.79
98,2025-12-08,92.27
98,2025-12-21,37.7
99,2025-12-20,58.54
100,2025-12-16,172.23
100,2025-12-26,113.58
100,2025-12-26,218.94
100,2025-12-17,146.11
100,2025-12-15,398.03
100,2025-12-13,437.82
100,2025-12-15,308.97
100,2025-12-26,114.8
100,2025-12-30,324.27
100,2025-12-20,130.78
100,2025-12-28,312.11
100,2025-12-21,328.97
100,2025-12-16,315.36
100,2025-12-20,350.36
100,2025-12-17,270.73
100,2025-12-21,193.18
101,2025-12-31,108.51
101,2025-12-20,311.57
101,2025-12-30,128.01
101,2025-12-19,240.28
101,2025-12-16,260.77
101,2025-12-21,351.0
101,2025-12-21,493.63
101,2025-12-23,136.68
101,2025-12-26,309.01
101,2026-01-01,195.51
101,2025-12-30,286.92
101,2025-12-15,218.52
101,2025-12-28,116.84
101,2026-01-01,464.14
101,2025-12-18,271.11
101,2025-12-16,256.65
101,2025-12-29,187.3
101,2025-12-28,414.54
101,2025-12-22,335.42
102,2025-12-18,76.41
103,2025-11-29,50.04
103,2025-11-11,37.8
103,2025-12-25,143.13
103,2025-11-09,102.93
103,2025-11-18,44.44
103,2025-11-20,51.18
103,2025-12-07,34.41
104,2025-12-25,37.76
105,2025-12-16,307.3
105,2025-12-13,497.96
105,2025-12-23,306.1
105,2025-12-15,378.41
105,2025-12-30,426.33
105,2025-12-27,349.17
105,2025-12-18,113.95
105,2025-12-29,332.03
105,2025-12-31,282.97
105,2025-12-30,209.18
105,2025-12-24,117.75
105,2025-12-31,444.85
105,2025-12-24,231.62
105,2025-12-28,394.09
105,2025-12-31,263.38
105,2025-12-18,102.03
106,2025-10-04,62.61
106,2025-11-26,37.61
106,2025-12-05,26.09
106,2025-10-13,24.92
107,2025-12-19,53.51
108,2025-11-23,74.24
108,2025-10-03,89.16
108,2025-11-30,90.29
108,2025-08-08,89.45
109,2025-11-04,49.25
109,2025-12-20,130.44
109,2025-12-08,141.61
109,2025-11-27,104.23
109,2025-11-25,52.71
110,2025-12-20,71.67
111,2025-12-23,151.55
111,2025-12-22,191.45
111,2025-12-26,164.3
111,2025-12-29,322.47
111,2025-12-20,302.99
111,2025-12-26,177.25
111,2025-12-20,346.77
111,2025-12-16,323.94
111,2025-12-25,203.92
111,2025-12-20,411.94
111,2025-12-27,213.34
111,2025-12-26,316.51
111,2025-12-31,236.75
111,2025-12-18,472.81
111,2025-12-29,169.5
111,2025-12-29,127.13
112,2025-12-21,38.08
112,2025-12-23,86.83
112,2025-12-11,104.51
113,2025-12-19,489.4
113,2025-12-21,399.86
113,2025-12-30,337.76
113,2025-12-21,109.83
113,2025-12-22,428.61
113,2025-12-18,295.46
113,2025-12-14,201.0
113,2025-12-31,209.45
113,2025-12-29,270.47
113,2025-12-20,441.68
113,2025-12-18,417.92
114,2025-12-01,26.59
114,2025-10-10,72.36
114,2025-12-06,89.44
114,2025-08-29,32.08
115,2025-11-16,80.37
115,2025-11-04,145.74
115,2025-12-14,62.91
115,2025-12-30,67.43
115,2025-11-05,137.29
115,2025-12-18,119.5
115,2025-11-28,33.74
116,2025-12-15,89.15
116,2025-12-06,97.46
116,2025-07-12,36.3
116,2025-10-01,82.13
117,2025-11-13,80.88
117,2025-08-24,83.74
118,2025-11-05,104.0
118,2025-11-17,85.45
118,2025-12-03,44.08
118,2025-12-16,102.88
118,2025-12-13,81.64
118,2025-11-25,57.06
119,2025-11-09,69.11
119,2025-12-31,125.71
119,2025-12-22,148.12
119,2025-12-16,31.39
119,2025-12-15,111.65
119,2025-12-15,87.59
119,2025-12-02,116.63
119,2025-12-22,113.4
120,2025-12-27,74.01
121,2025-10-06,31.67
121,2025-10-18,98.93
121,2025-07-26,21.47
122,2025-12-13,71.52
122,2025-11-23,31.17
122,2025-11-03,38.69
122,2025-11-30,40.54
122,2025-12-20,39.9
122,2025-12-20,39.43
123,2025-11-25,98.1
123,2025-11-17,113.18
123,2025-12-18,54.02
123,2025-11-08,110.45
124,2025-12-20,60.92
125,2025-12-24,120.79
125,2025-12-24,383.62
125,2025-12-25,478.94
125,2025-12-13,235.78
125,2025-12-26,364.33
125,2025-12-17,319.04
125,2025-12-30,116.3
125,2025-12-23,275.44
125,2025-12-15,124.14
125,2025-12-21,163.82
125,2025-12-20,346.3
125,2025-12-14,490.35
125,2025-12-29,397.71
125,2025-12-14,164.67
125,2025-12-27,387.68
126,2025-11-04,108.04
126,2025-12-23,78.39
126,2025-12-04,80.21
127,2025-12-21,50.9
127,2025-12-12,117.26
127,2025-12-09,81.06
127,2025-12-29,118.24
127,2025-12-13,90.58
127,2025-11-13,134.04
127,2025-12-01,100.57
127,2025-11-05,117.03
127,2025-11-27,134.81
128,2025-12-27,57.58
129,2025-12-23,74.3
130,2025-12-15,105.79
130,2025-12-18,58.3
130,2025-12-07,115.9
130,2025-11-15,102.22
130,2025-11-21,58.51
130,2025-12-19,91.51
130,2025-11-26,132.53
131,2025-11-09,134.49
131,2025-11-16,101.15
131,2025-11-24,73.11
131,2025-12-31,41.43
131,2025-12-16,76.93
131,2025-11-06,77.89
131,2025-11-28,108.81
131,2026-01-01,122.82
132,2025-12-18,193.87
132,2025-12-23,129.4
132,2025-12-19,232.36
132,2025-12-23,367.76
132,2025-12-24,272.36
132,2025-12-13,335.15
132,2025-12-21,382.71
132,2025-12-13,251.74
132,2025-12-22,394.56
132,2025-12-28,313.4
132,2025-12-16,437.67
132,2025-12-21,278.55
132,2025-12-18,447.31
132,2025-12-21,315.96
132,2025-12-13,207.9
132,2025-12-31,149.19
133,2025-12-04,106.8
133,2025-11-28,84.26
133,2025-11-10,40.63
133,2025-11-30,90.87
134,2025-12-13,494.65
134,2025-12-22,106.95
134,2025-12-15,489.24
134,2025-12-26,281.9
134,2025-12-18,308.69
134,2025-12-21,312.9
134,2025-12-20,157.42
134,2025-12-15,180.74
134,2025-12-25,487.96
134,2026-01-01,392.33
134,2025-12-27,447.26
134,2025-12-18,377.05
134,2025-12-22,373.3
134,2025-12-15,197.66
134,2025-12-25,445.84
134,2025-12-16,112.15
134,2025-12-25,418.2
134,2025-12-29,370.61
134,2025-12-14,476.35
135,2025-10-25,66.17
135,2025-10-31,98.17
135,2025-07-17,99.47
135,2025-12-20,82.59
136,2025-12-22,135.42
136,2025-11-25,69.24
136,2025-11-25,82.58
137,2025-12-20,66.86
138,2026-01-01,44.43
138,2025-11-09,107.89
138,2025-12-12,68.95
138,2025-12-21,103.18
138,2025-12-18,113.46
139,2025-11-30,58.51
139,2025-11-14,83.33
139,2025-11-25,38.78
140,2025-10-20,80.75
140,2025-12-24,50.38
141,2025-12-31,46.15
142,2025-12-21,159.6
142,2025-12-17,332.07
142,2025-12-21,290.68
142,2025-12-22,405.95
142,2025-12-27,398.75
142,2025-12-21,482.21
142,2025-12-20,428.96
142,2025-12-22,103.03
142,2025-12-18,128.51
142,2025-12-18,197.39
142,2025-12-22,252.03
142,2025-12-29,473.77
142,2025-12-14,140.57
142,2025-12-29,202.71
142,2025-12-13,368.04
142,2025-12-18,312.9
142,2025-12-25,224.52
142,2025-12-29,387.05
142,2025-12-31,209.05
143,2025-12-03,51.74
143,2025-12-02,133.13
143,2025-11-24,93.02
144,2025-07-16,34.82
144,2025-11-27,53.96
144,2025-09-06,84.48
144,2025-08-26,49.88
145,2025-11-04,30.31
145,2025-12-11,128.3
145,2025-12-11,101.22
145,2025-12-07,55.45
145,2025-12-23,50.97
145,2025-11-06,130.78
145,2025-12-25,122.39
145,2025-11-14,58.42
145,2025-11-26,66.25
146,2025-11-03,73.71
146,2025-10-05,27.64
146,2025-07-22,31.98
146,2025-10-25,33.44
147,2025-07-25,37.34
147,2025-08-05,21.89
148,2025-07-26,71.04
148,2025-10-16,70.56
148,2025-08-02,99.02
148,2025-11-28,67.76
149,2025-09-06,55.66
149,2025-07-17,75.39
150,2025-12-21,68.22
151,2025-11-21,92.44
151,2025-09-15,26.35
152,2025-12-29,176.75
152,2025-12-25,246.78
152,2025-12-27,242.0
152,2025-12-29,276.96
152,2025-12-31,367.84
152,2025-12-21,193.48
152,2025-12-25,452.03
152,2025-12-15,372.05
152,2025-12-21,229.73
152,2025-12-30,176.13
153,2025-12-27,323.11
153,2025-12-31,278.54
153,2025-12-13,124.06
153,2025-12-21,135.51
153,2025-12-28,170.12
153,2025-12-18,180.37
153,2025-12-17,263.79
153,2025-12-17,100.49
153,2025-12-17,365.96
153,2025-12-13,289.95
153,2025-12-20,147.93
154,2025-12-27,79.51
155,2025-12-21,30.84
156,2025-08-05,27.13
156,2025-12-01,30.22
156,2025-12-17,60.55
156,2025-08-13,29.41
157,2025-12-31,75.71
157,2025-12-31,142.43
157,2025-12-24,91.17
157,2025-12-30,77.64
157,2025-12-10,143.09
157,2025-12-15,91.88
157,2025-11-28,124.35
158,2025-11-26,76.93
158,2025-12-21,141.67
158,2025-11-21,94.77
158,2025-11-18,75.67
158,2025-12-09,93.9
158,2025-12-19,126.71
159,2025-12-19,26.47
159,2025-08-06,21.83
159,2025-10-03,75.6
159,2025-12-13,65.84
160,2025-12-31,23.61
161,2025-12-29,54.41
162,2025-12-19,169.94
162,2025-12-30,481.12
162,2025-12-27,158.55
162,2025-12-31,127.27
162,2025-12-31,302.44
162,2025-12-18,485.25
162,2025-12-21,486.33
162,2025-12-20,474.58
162,2025-12-13,275.8
162,2025-12-27,100.13
162,2025-12-22,347.84
162,2025-12-14,254.58
162,2025-12-28,412.3
162,2025-12-23,184.7
162,2025-12-22,401.7
163,2025-10-11,33.65
163,2025-08-06,29.71
163,2025-09-09,34.22
164,2025-12-29,70.66
165,2025-11-24,56.5
165,2025-12-04,104.87
165,2025-11-03,131.76
165,2025-11-13,45.69
165,2025-11-11,78.58
165,2025-11-28,74.13
165,2025-12-05,87.8
166,2025-12-11,145.66
166,2025-11-08,79.94
166,2025-12-06,80.23
166,2025-11-25,61.18
166,2025-12-23,111.72
166,2025-11-07,94.24
166,2026-01-01,68.82
167,2025-10-12,25.17
168,2025-12-30,206.34
168,2025-12-22,281.75
168,2025-12-13,206.41
168,2025-12-29,445.86
168,2025-12-17,394.94
168,2025-12-25,424.27
168,2025-12-13,443.83
168,2025-12-23,414.01
168,2025-12-20,153.26
168,2025-12-16,363.48
169,2025-12-31,43.44
170,2025-11-13,34.61
170,2025-11-03,123.74
170,2025-12-05,106.46
170,2025-11-29,76.36
171,2025-12-18,136.73
171,2025-12-10,92.21
171,2025-12-14,42.68
172,2025-12-26,59.21
173,2025-12-22,363.61
173,2025-12-14,128.5
173,2025-12-16,482.6
173,2025-12-25,241.3
173,2025-12-19,496.64
173,2025-12-13,409.86
173,2025-12-26,413.54
173,2025-12-14,169.64
173,2025-12-28,319.85
173,2025-12-25,206.02
173,2025-12-27,133.05
173,2025-12-17,487.14
173,2025-12-25,407.69
173,2025-12-24,252.78
173,2025-12-15,104.17
173,2025-12-29,346.01
173,2025-12-19,127.7
173,2025-12-15,228.89
174,2025-12-25,145.58
174,2025-12-20,332.97
174,2025-12-17,424.71
174,2025-12-31,151.24
174,2025-12-18,144.32
174,2025-12-15,189.85
174,2025-12-25,272.83
174,2025-12-15,477.23
174,2025-12-13,148.6
174,2025-12-14,454.77
174,2025-12-30,368.58
174,2025-12-26,438.61
174,2025-12-24,317.61
174,2025-12-20,188.43
174,2025-12-25,399.28
174,2025-12-19,410.58
174,2025-12-21,121.54
174,2025-12-22,207.73
174,2025-12-20,165.93
174,2025-12-18,136.75
175,2025-12-18,47.88
176,2025-12-11,63.38
177,2025-11-09,97.8
177,2025-12-04,41.25
177,2025-11-19,106.35
177,2025-11-26,49.21
177,2025-11-21,96.97
178,2025-12-28,90.52
178,2025-08-23,27.93
178,2025-10-30,84.01
178,2025-12-23,79.39
179,2025-07-31,75.03
179,2025-09-12,82.7
179,2025-07-22,20.42
180,2025-12-21,79.66
180,2025-12-19,79.96
181,2025-10-19,80.5
181,2025-10-24,90.13
181,2025-09-23,29.98
181,2025-09-13,55.89
182,2025-08-01,51.32
182,2025-11-09,75.65
182,2025-08-06,22.33
182,2025-07-12,48.44
183,2025-12-16,67.06
183,2025-12-29,60.81
183,2025-12-30,25.19
183,2025-10-14,38.04
184,2025-12-09,74.12
184,2025-10-12,68.17
184,2025-11-03,45.77
184,2025-10-31,26.16
185,2025-12-27,183.94
185,2025-12-29,306.91
185,2025-12-17,249.39
185,2025-12-16,273.61
185,2025-12-15,248.57
185,2025-12-16,339.29
185,2025-12-18,499.34
185,2025-12-20,169.39
185,2025-12-27,354.47
185,2025-12-17,171.3
185,2025-12-18,263.96
185,2025-12-19,398.89
185,2025-12-26,328.75
185,2025-12-17,181.17
185,2025-12-13,244.89
185,2025-12-15,166.12
185,2025-12-22,109.68
185,2025-12-20,379.07
185,2025-12-20,413.03
186,2025-12-19,190.22
186,2025-12-28,436.77
186,2025-12-28,292.36
186,2025-12-23,474.94
186,2025-12-29,153.39
186,2025-12-29,119.94
186,2025-12-26,298.58
186,2026-01-01,412.09
186,2025-12-29,406.21
186,2025-12-19,344.09
186,2025-12-13,362.78
186,2025-12-29,105.36
187,2025-12-03,34.35
187,2025-12-26,59.64
187,2025-12-05,124.46
187,2025-12-23,62.63
188,2025-10-24,25.23
188,2025-11-18,88.25
189,2025-12-22,155.7
189,2025-12-29,226.08
189,2025-12-26,134.57
189,2025-12-18,108.73
189,2025-12-22,485.36
189,2025-12-18,452.85
189,2025-12-23,431.15
189,2025-12-19,392.33
189,2025-12-15,157.99
189,2025-12-28,326.13
189,2025-12-14,223.48
190,2025-12-21,37.72
191,2025-12-29,267.2
191,2025-12-26,373.5
191,2026-01-01,309.36
191,2025-12-31,261.59
191,2025-12-22,127.07
191,2025-12-16,317.42
191,2025-12-27,190.46
191,2025-12-31,293.88
191,2025-12-28,478.28
191,2025-12-17,186.44
191,2025-12-23,284.92
192,2025-11-24,95.45
192,2025-12-09,124.44
192,2025-11-25,126.77
192,2025-12-23,147.37
192,2025-11-12,124.35
192,2025-12-01,61.03
192,2025-12-13,95.38
193,2025-08-12,36.39
193,2025-10-15,90.37
193,2025-10-02,40.44
193,2025-08-30,56.1
194,2025-12-23,51.27
195,2025-12-30,139.11
195,2025-11-30,76.89
